Place_Id,Place_Name,Description,Category,City,image_urls
322,Bukit Jamur,"Bukit Jamur Ciwidey adalah satu dari sekian banyak pesona wisata alam yang berada di Kecamatan Ciwidey, Kabupaten Bandung, Provinsi Jawa barat. Bukit Jamur Ciwidey memang memiliki khas wisata Ciwidey, yaitu objek wisata di tengah hamparan kebun teh, dengan udara yang sangat sejuk.Suasana saat kabut turun di area perkebunan membuat suasana menjadi romatis. Bukit Jamur Ciwidey suasananya cocok juga bagi jomblowan – jomblowati, banyak spot dengan latar alam yang indah, yang dimungkinkan mampu melupakan sang mantan.",Cagar Alam,Bandung,https://awsimages.detik.net.id/community/media/visual/2021/04/10/bukit-jamur-rancabolang-di-bandung-selatan-2_169.jpeg
323,Kebun Tanaman Obat Sari Alam,"Kebun Tanaman Obat Sari Alam lebih terkenal dengan sebutan wisata pengobatan herbal, karena disana terdapat banyak sekali tanaman yang dijadikan sebagai pengobatan alternative. Kebun Tanaman Obat Sari Alam lebih dikenal oleh orang Bandung dengan sebutan KTO Sari Alam. Lokasi: Jl. Raya Ciwidey bandung km 26 no 8 rt 1 rw 2 kampung Andir, Cukanggenteng, Kec. Pasirjambu, kab Bandung, Jawa Barat 40972",Cagar Alam,Bandung,https://mawaholiday.net/wp-content/uploads/2022/10/Kebun-Tanaman-Obat-Sari-Alam.jpg|https://asset-2.tstatic.net/priangan/foto/bank/images/Wisata-Edukasi-Kebun-Tanaman-Obat-Sari-Alam-Bandung.jpg|https://awsimages.detik.net.id/community/media/visual/2021/02/25/wisata-edukasi-di-bukit-sari-alam-bandung-1.jpeg
324,Happyfarm Ciwidey,"Objek wisata alam dan edukasi tengah banyak menjamur akhir-akhir ini. Selain De Ranch dan Farmhouse Lembang, ada juga Happy Farm Ciwidey di Bandung. Objek wisata ini masih terbilang baru, karena baru bulan Juni 2019 ini berdiri. Konsepnya hampir sama, wisata alam dan peternakan dengan unsur edukasi. Sangat cocok menjadi tujuan wisata keluarga, terutama untuk anak-anak. Dan semakin seru karena bermain di area outdoor dengan udara sejuk.",Cagar Alam,Bandung,https://i.ytimg.com/vi/KrdCNPLNS9A/maxresdefault.jpg
325,Saung Angklung Mang Udjo,"Saung Angklung Udjo (SAU) adalah suatu tempat yang merupakan tempat pertunjukan, pusat kerajinan tangan dari bambu, dan workshop instrumen musik dari bambu. Selain itu, SAU mempunyai tujuan sebagai laboratorium kependidikan dan pusat belajar untuk memelihara kebudayaan Sunda dan khususnya angklung. Didirikan pada tahun 1966 oleh Udjo Ngalagena dan istrinya Uum Sumiati, dengan maksud untuk melestarikan dan memelihara seni dan kebudayaan tradisional Sunda. Berlokasi di Jalan Padasuka 118, Bandung Timur Jawa Barat Indonesia. Dengan suasana tempat yang segar udaranya dan dikelilingi oleh pohon-pohon bambu, dari kerajinan bambu dan interior bambu sampai alat musik bambu. Disamping pertunjukan rutin setiap sore, Saung Angklung Udjo telah berkali-kali mengadakan pertunjukan khusus yang dilakukan pada pagi atau siang hari. Pertunjukkan tersebut tidak terbatas diadakan di lokasi Saung Angklung Udjo saja, tetapi berbagai undangan tampil di berbagai tempat baik di dalam maupun di luar negeri, pada bulan Agustus tahun 2000 di Sasana Budaya Ganesha ITB, Bandung, Saung Angklung Udjo mengadakan konser kolaborasi dengan penyanyi cilik yang dijuluki Shirley Temple-nya Indonesia, yaitu Sherina. Saung Angklung Udjo tidak terbatas pada hanya menjual seni pertunjukan saja, berbagai produk alat musik bambu tradisional (angklung, arumba, calung dan lainnya) dibuat dan dijual kepada para pembeli.",Budaya,Bandung,https://cozzy.id/uploads/0000/630/2024/09/20/cozzyid-hotel-murah-hotel-terdekat-penginapan-murah-penginapan-terdekat-booking-hotel-saung-angklung-udjo-bandung-wisata-budaya-yang-memikat-sumber-gambar-detik.jpeg|https://www.doyanjalan.com/wp-content/uploads/2020/04/Saung-Udjo.jpg
326,Taman Kupu-Kupu Cihanjuang,"Taman Kupu-Kupu Cihanjuang Bandung ini,sepertinya telah menambah daftar objek wisata di Bandung yang unik dan menarik seperti halnya theme park Jendela Alam Bandung sekaligus bernilai edukasi yang sangat tinggi buat anak-anak dan sebagai sarana pembelajaran kepada anak kita bahwa pelestarian hewan langka dan cantik ini bisa diajarkan sejak usia dini.Dan faktanya, meskipun relatif masih anyar, namun salah satu tempat wisata keluarga di bandung ini nyatanya berhasil banyak menarik atensi atau perhatian wisatawan lokal kota Bandung maupun wisatawan luar daerah yang sedang liburan di Bandung. Lokasi Tempat wisatanya yang memang masih sangat rindang dan sejuk, ditunjang lagi dengan design interior taman kupu-kupu yang ditata sangat begitu detil dan menarik. Apabila melancong ke kawasan wisata yang satu ini, diharapkan anak-anak anda bisa memperoleh informasi tentang bagaimana proses metamorfosis seekor kupu-kupu mulai dari bibit larva hingga tumbuh besar secara sempura.",Cagar Alam,Bandung,https://www.harapanrakyat.com/wp-content/uploads/2024/04/Taman-Kupu-Kupu-Cihanjuang-Suguhkan-Wahana-Menarik.jpg|https://awsimages.detik.net.id/content/2012/10/07/1383/cihanjuang1.jpg
327,Taman Miniatur Kereta Api,"Salah satu wisata yang ramai di Bandung adalah Taman Miniatur Kereta Api yang berada di taman wisata Floating Market Lembang. Dengan menghadirkan pernak-pernik kereta api secara lengkap dan sangat detail membuat taman miniatur kereta api ini seolah-olah benar hidup. Tak heran jika objek wisata ini mengundang ribuan orang untuk menikmati sekaligus belajar banyak tentang perkeretaan api baik di Indonesia maupun dunia. Taman miniatur ini menyediakan toko suvenir yang menjual beragam jenis miniatur kendaraan mulai dari mobil, pesawat dan kereta api tentunya. Selain itu, bagi pengunjung yang ingin menikmati sajian aneka ragam kuliner bisa langsung ke Floating Market Lembang. Bagi pengunjung yang berasal dari luar kota dapat menginap di hotel-hotel yang berdekatan dengan lokasi taman miniatur. Jarak hotel dari taman miniatur sekitar 200 meter sampai 1 kilometer. Hotel-hotel tersebut antara lain Grand Hotel Lembang, Hotel Cemara Asri, Hotel Buah Sinuan dan Hotel Pesona Bamboe. Tarif sewa hotel menginap semalam antara Rp 200.000 hingga Rp 1.000.000.",Taman Hiburan,Bandung,https://awsimages.detik.net.id/community/media/visual/2021/02/04/dev-sudah-tahu-ada-taman-miniatur-kereta-api-di-bandung.jpeg|https://thumb.viva.id/vivajabar/1265x711/2025/02/27/67c043fb0b259-miniatur-kereta-api_jabar.jpg
328,Gua Pawon,"Gua Pawon adalah sebuah gua alami dan situs purbakala yang terletak di Desa Gunung Masigit, Kecamatan Cipatat, Padalarang, Kabupaten Bandung Barat, atau sekitar 25 km arah barat Kota Bandung. Merupakan sebuah tempat yang penting bagi orang Sunda karena di sanalah tempat berkumpulnya sesepuh Sunda yang sekarang menduduki bagian barat pulau Jawa. Di sana pernah ditemukan kerangka manusia purba yang konon adalah nenek moyang orang Sunda (masih diteliti di balai Arkeolog Bandung).",Cagar Alam,Bandung,https://cdn.wisata.app/diary/11501120-5039-80e7-95e2-cdc03a8b6c3f_sm.jpg|https://www.mongabay.co.id/wp-content/uploads/2018/12/Pawon3.jpg
329,Bukit Gantole Cililin,Bukit Gantole Cililin atau yang dikenal juga dengan sebutan Venue Gantole merupakan sebuah kawasan wisata yang awalnya di buka untuk tujuan terselenggaranya Porda Jabar 2010 dan Pekan Olahraga Nasional 2016 Cabang olahraga Paralayang. Kawasan wisata ini menjadi buah bibir setelah menjadi tuan rumah penyelenggaraan PON 2016. Olahraga paralayang sendiri merupakan jenis olahraga yang di lakukan di atas lereng bukit atau gunung dengan hanya memanfaatkan angin sebagai sumber utama. Oleh karenanya lokasi Bukit Gantole Cililin yang berada di ketinggian 1063 Mdpl dengan hempasan angin yang kencang sangat pas untuk olahraga ini.,Cagar Alam,Bandung,https://asset-2.tstatic.net/priangan/foto/bank/images/momen-pengunjung-menikmati-panorama-dari-ketinggian-Langit-Gantole-Bandung-Barat.jpg|https://dl.kaskus.id/1.bp.blogspot.com/-a0rQMFqg6Dk/YDxaqUsQ_QI/AAAAAAAAEN8/9_g5Tna2iOc38OHN1MeJDorACOn5cRgXACLcBGAsYHQ/s16000/Wisata%2BBukit%2BGantole%2BCililin%2BBandung%2BBarat%2BVenue%2BGantole.png
330,Bandros City Tour,"Bandros atau Bus Wisata Bandung adalah bus wisata yang beroperasi di Bandung, Jawa Barat, Indonesia.Digunakan oleh wisatawan di Kota Bandung. Bus tersebut diresmikan oleh Wali Kota Bandung Ridwan Kamil pada malam tahun baru 2014, dan pada 18 Februari 2018 diumumkan bus wisata akan melayani kota Bandung. Seorang pemimpin tur lokal akan menemani turis di dalam bus. Bandros dikelola oleh dua pihak: Dinas Perhubungan Bandung (yang terkait dengan Anggaran Pendapatan dan Belanja Daerah) dan Mang Dudung yang merupakan bagian dari Tanggung Jawab Sosial Perusahaan. Bus memiliki kapasitas 22 orang. Ada enam bus yang dioperasikan oleh divisi Corporate Social Responsibility, dan 12 bus dioperasikan oleh Anggaran Pendapatan dan Belanja Daerah yang dikelola oleh BLUD UPT Dinas Perhubungan Kota Bandung.",Budaya,Bandung,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Bandros_%28Bandung_Tour_On_Bus%29.jpg/960px-Bandros_%28Bandung_Tour_On_Bus%29.jpg?20210611002929|https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Bandros_%28Bandung_Tour_On_Bus%29.jpg/960px-Bandros_%28Bandung_Tour_On_Bus%29.jpg?20210611002929|https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Bandros_%28Bandung_Tour_On_Bus%29.jpg/960px-Bandros_%28Bandung_Tour_On_Bus%29.jpg?20210611002929
331,Kyotoku Floating Market,"Kyotoku Floating Market Bandung, sebuah wisata kekinian yang mengusung tema hal-hal yang berbau Jepang. Di tempat ini anda akan melihat bangunan-bangunan khas Jepang serta pemandangan bak di negeri sakura. Jepang merupakan salah satu negara selain Korea Selatan yang menjadi tujuan favorit turis dari Indonesia. Karena sudah menjadi negara maju, berkunjung ke Jepang membutuhkan biaya akomodasi yang tidak sedikit, tiket pesawat, serta proses pengurusan visa yang ribet. Tak perlu jauh-jauh pergi ke luar negeri, anda dapat menikmati berwisata dengan nuansa Jepang di Bandung. Pengelola wisata mendesain tempat ini mirip-mirip dengan Kyoto, salah satu wilayah di Jepang yang kental dengan budaya. Melihat bunga sakura yang menjadi ikon Jepangpun tak perlu menunggu bulan April, kawasan wisata ini di lengkapi dengan hiasan bunga sakura sehingga suasana Jepang terasa semakin kental. Bagi anda yang tertarik berfoto memakai kimono atau yukata dengan background ala Jepang untung dipajang di instagram. Berikut review singkat kawasan wisata ini.",Budaya,Bandung,https://cdn.timesmedia.co.id/images/2020/09/30/Kyotoku-Floating-Market-2.jpg
332,Rainbow Garden,"Rainbow Garden Harapan Indah salah satu taman rekreasi yang terutama cocok untuk keluarga. Berkonsep ‘eat and play’, Rainbow Garden Bekasi memadukan arena permainan anak dengan wisata kuliner. Berbagai wahana dan aktivitas tersedia di taman wisata penuh warna seluas 3000 m2 ini.",Cagar Alam,Bandung,https://cnc-magazine.oramiland.com/parenting/images/73455951_2475069276152188_2251938.width-800.format-webp.webp|https://branda.co.id/wp-content/uploads/2024/11/images-22.jpeg
333,Kota Mini,"Destinasi yang sangat menarik bernuansa eropa lengkap dengan fasilitas publiknya membuat anda seolah-olah sedang berada di eropa. Ada rumah sakit, kantor polisi, box telepon, cafe-café pinggir jalan, dan bangunan-bangunan klasik lainnya. Masih satu kompleks dengan Floating Market, tempat wisata ini menyajikan arsitektur eropa klasik yang begitu kental, dijamin anda akan enggan beranjak.",Taman Hiburan,Bandung,https://www.mediajabar.com/wp-content/uploads/2023/06/Kota-Mini-Lembang-Nuansa-Little-Eropa-di-Bandung.webp
334,Chingu Cafe Little Seoul,"Selain populer karena memiliki pemandangan yang indah dan hawa yang sejuk, Bandung juga menawarkan banyak destinasi wisata kreatif. Taman kota, museum, hingga tempat makan pun tidak luput dari keunikan dan daya tariknya masing-masing. Salah satunya adalah Little Seoul Bandung yang berada di area Chingu Café. Area luar ruangan di kafe ini disulap menyerupai suasana Jalan Dongdaemun di Seoul, Korea Selatan. Tanpa perlu jauh-jauh terbang ke Negeri Ginseng, pengunjung bisa merasakan suasana Seoul di sini.",Taman Hiburan,Bandung,https://statik.tempo.co/data/2023/07/03/id_1216565/1216565_720.jpg
335,Candi Gedong Songo,"Candi Gedong Songo (bahasa Jawa: ꦕꦤ꧀ꦝꦶ​ꦒꦼꦝꦺꦴꦁ​ꦱꦔ, translit. Candhi Gedhong Sanga) adalah nama sebuah kompleks bangunan candi peninggalan budaya Hindu yang terletak di desa Candi, Kecamatan Bandungan, Kabupaten Semarang, Jawa Tengah, Indonesia tepatnya di lereng Gunung Ungaran. Di kompleks candi ini terdapat sembilan buah candi. Candi ini diketemukan oleh Raffles pada tahun 1804 dan merupakan peninggalan budaya Hindu dari zaman Wangsa Syailendra abad ke-9 (tahun 927 masehi).Candi ini memiliki persamaan dengan kompleks Candi Dieng di Wonosobo. Candi ini terletak pada ketinggian sekitar 1.200 m di atas permukaan laut sehingga suhu udara di sini cukup dingin (berkisar antara 19-27 °C) Lokasi sembilan candi yang tersebar di lereng Gunung Ungaran ini memiliki pemandangan alam yang indah. Selain itu, objek wisata ini juga dilengkapi dengan pemandian air panas dari mata air yang mengandung belerang, area perkemahan, dan wisata berkuda.",Budaya,Semarang,https://visitjawatengah.jatengprov.go.id/assets/images/1dd7cca1-f47e-4da1-b201-f968774991e7.jpg|https://warakngendog.com/wp-content/uploads/2023/04/candi-gedong-songo-semarang.jpg
336,Grand Maerakaca,"Masyarakat Jawa Tengah mungkin sudah tidak asing dengan nama “Puri Maerokoco”. Taman wisata ini merupakan “Taman Mini” versi Jawa Tengah yang menyajikan replika dan miniatur bangunan khas dari berbagai daerah di Jawa Tengah. Saat ini, Puri Maerakaca sudah berganti nama menjadi Grand Maerakaca. Dengan wahana yang lebih bervariasi, taman rekreasi ini menjadi salah satu destinasi wisata di Semarang yang cocok untuk rekreasi keluarga.",Taman Hiburan,Semarang,https://visitjawatengah.jatengprov.go.id/assets/images/5bbb4610-d280-4588-833b-15f11fac983e.jpg|https://awall.id/data/uploads/2022/04/Grand-Maerakaca.jpg
337,Kampung Pelangi,"Kampung pelangi atau dalam bahasa Inggris disebut Rainbow Village merupakan sebutan untuk daerah atau kampung yang rumah-rumah penduduknya dicat dengan warna-warni. Sebenarnya Kampung Pelangi pada awalnya merupakan daerah kumuh yang dikemudian secara kreatif diubah menjadi daerah yang menarik untuk dijadikan sebagai destinasi wisata, terutama bagi masyarakat yang senang atau sedang mencari spot yang menarik untuk mengabadikan momen. Banyak daerah-daerah di Indonesia, terutama di jawa memliki tempat yang disebut Kampung pelangi, antara lain di Malang, Semarang, Jakarta, Bandung, dan kota-kota lainnya. Contoh kampung seperti ini yaitu, kampung warna-warni di Jodipan dan Tridi, Kota Malang, Jawa Timur.",Taman Hiburan,Semarang,https://pariwisata.semarangkota.go.id/backend/web/upload/wisata/1703028035_kampungpelangi.jpg|https://ppid-pariwisata.semarangkota.go.id/wp-content/uploads/2024/10/kampung-pelangi-semarang-2_ratio-16x9-1.jpg
338,Lawang Sewu,"Lawang Sewu (""Seribu Pintu"") (bahasa Jawa: ꦭꦮꦁ​ꦱꦺꦮꦸ, translit. Lawang Sèwu) adalah landmark di Semarang, Jawa Tengah, Indonesia, yang dibangun sebagai kantor pusat Perusahaan Kereta Api Hindia Belanda. Bangunan era kolonial terkenal sebagai rumah berhantu dan lokasi syuting, meskipun pemerintah kota Semarang telah berusaha mengubah citra itu.",Budaya,Semarang,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Lawang_Sewu_Semarang_Indonesia_3.jpg/960px-Lawang_Sewu_Semarang_Indonesia_3.jpg|https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Lawang_Sewu_Semarang_Indonesia_3.jpg/960px-Lawang_Sewu_Semarang_Indonesia_3.jpg|https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Lawang_Sewu_Semarang_Indonesia_3.jpg/960px-Lawang_Sewu_Semarang_Indonesia_3.jpg
339,Sam Poo Kong Temple,"Sam Poo Kong (Hanzi: ; Pinyin: Sānbǎo Dòng), juga dikenal sebagai Kuil Gedung Batu, adalah kuil Tionghoa tertua di Semarang, Jawa Tengah, Indonesia. Awalnya didirikan oleh penjelajah Muslim Tionghoa Zheng He (juga dikenal sebagai Sanbao), sekarang dibagi oleh orang Indonesia dari berbagai denominasi agama, termasuk Muslim dan Budha, dan etnis, termasuk Tionghoa dan Jawa.",Budaya,Semarang,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Sam_Po_Kong_Temple_Semarang_Indonesia.jpg/960px-Sam_Po_Kong_Temple_Semarang_Indonesia.jpg|https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Sam_Po_Kong_Temple_Semarang_Indonesia.jpg/960px-Sam_Po_Kong_Temple_Semarang_Indonesia.jpg|https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Sam_Po_Kong_Temple_Semarang_Indonesia.jpg/960px-Sam_Po_Kong_Temple_Semarang_Indonesia.jpg
340,Desa Wisata Lembah Kalipancur,"Wisata alam tengah menjadi sorotan bagi dunia pariwisata. Wisata alam tidak hanya pegunungan, danau, hutan, air terjun, atau pantai. Tapi juga merambah ke konsep pedesaan, seperti Desa Wisata Lembah Kalipancur. Tempat wisata ini menawarkan rekreasi berkonsep pedesaan yang ada di Kota Semarang. Meskipun berkonsep pedesaan, lokasinya tidak jauh dari pusat kota. Dan objek wisata yang sudah lama berdiri ini, masih tetap diminati oleh wisatawan.",Taman Hiburan,Semarang,https://inikotasemarang.com/wp-content/uploads/2018/01/Kalipancur.jpg|https://bob.kemenparekraf.go.id/wp-content/uploads/2022/09/lembah-kalipancur-by-lokasinesia.jpg
341,Hutan Wisata Tinjomoyo Semarang,"Awalnya taman wisata hutan Tinjomoyo Semarang (smg) ini merupakan sebuah kebun binatang dengan ragam binatang hutan di dalamnya. Namun terjadi banjir besar, hingga memutuskan jembatan besar yang menjadi akses utama menuju hutan wisata. Hutan Tinjomoyo sendiri memiliki kontur wilayah dengan perpaduan bukit, sungai dan hutan. Tumbuhan yang paling banyak terdapat di sini adalah vegetasi pohon jati serta pinus. Oleh karena itu, tak heran jika kawasan ini cocok sekali dijadikan hutan wisata yang masih alami.Dengan luas lahan 57,5 hektare area tersebut lebih sering dimanfaatkan sebagai tempat berkemah",Cagar Alam,Semarang,https://visitjawatengah.jatengprov.go.id/assets/images/d5eb634f-8710-4d69-89a0-f2716c59f206.jpg|https://bob.kemenparekraf.go.id/wp-content/uploads/2021/05/Hutan-Tinjomoyo-Semarang.png|https://bob.kemenparekraf.go.id/wp-content/uploads/2021/05/Jembatan-Kaca-Tinjomoyo.jpeg
342,Taman Kasmaran,"Taman Kasmaran terletak di sebelah kiri Pasar Bunga. Gedung food court dan Taman Kasmaran dibangun dua lantai. Lantai bawah utuk spot dijadikan wisata kuliner, sementara lantai atas menjadi taman. Tidak sekadar taman biasa, Taman Kasmaran itu dilengkapi dengan pemandangan yang amat menarik dengan background Kampung Pelangi. Taman Kasmaran cukup luas, dilengkapi perabotan kursi dan meja ala kafe. Lokasi baru ini diyakini akan menjadi spot alternatif selfie terbaru di Kota Semarang.",Taman Hiburan,Semarang,https://www.dakatour.com/wp-content/uploads/2020/07/jam-buka-taman-kasmaran-semarang.jpg
343,Pantai Baruna,"kunjungi Pantai Baruna yang berada di Kota Semarang, Jawa Tengah! Pantai yang satu ini akan memberikan pengalaman wisata yang berbeda. Pasalnya, di sini tidak ada hamparan pasir. Memang Pantai Baruna merupakan objek wisata ‘tidak resmi’ milik Kota Semarang. Pantai ini berada di belakang kawasan pabrik semen. Sehingga tidak ada kepadatan wisatawan atau tempat berselancar di sini. Yang ada hanyalah hamparan padang rumput dan ilalang di hadapan Laut Jawa yang tenang.",Bahari,Semarang,https://salsawisata.com/wp-content/uploads/2021/11/Pantai-Baruna.jpg
344,Pantai Marina,"Pantai Marina (bahasa Jawa: ꦥꦱꦶꦱꦶꦂ​ꦩꦫꦶꦤ, translit. Pasisir Marina) adalah salah satu objek wisata pantai yang berada di kota Semarang, Jawa Tengah. Pantai ini menyimpan pemandangan eksotis khas kota Semarang. Dahulu, tempat ini merupakan hutan bakau dan tambak, tapi pemerintah setempat mengubahnya menjadi tempat rekreasi dengan cara reklamasi daratan. Hasil reklamasi dari hutan bakau ini, sekarang berupa perumahan, pertokoan, dan perkantoran, di sebelah selatan pantai.",Bahari,Semarang,https://awsimages.detik.net.id/community/media/visual/2023/07/28/pantai-marina-semarang_169.jpeg|https://busdiscovery.id/wp-content/uploads/2023/10/Pantai-Marina-Semarang.jpg
345,Kampoeng Djadhoel Semarang,"Kampoeng Djadhoel terletak di Kampung Batik Semarang tepatnya di Kampung Batik Tengah RT 04/ RW 02 Kelurahan Rejomulyo, Kecamatan Semarang Timur. Penamaan Kampoeng Djadhoel ini tercetus sejak 18 Desember 2016 oleh Ignatius Luwiyanto (50) warga Kampung Batik Tengah. Sejarah Indonesia menjadi latar belakang penamaan KampoengDjadhoel.",Budaya,Semarang,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/d3/c7/24/kampoeng-djadhoel.jpg|https://jateng.jadesta.com/imgpost/107603.jpg|https://joglojateng.com/wp-content/uploads/2023/12/Depan-Box-9.jpeg
346,Indonesia Kaya Park,"Lokasi Taman Indonesia Kaya yang berada di pusat kota Semarang, membuat taman seluas 5.000 meter persegi ini bisa difungsikan sebagai wadah berkesenian komunitas seniman Jawa Tengah. Di sini ada Panggung Budaya yang dibangun dengan dua sisi yang semuanya bisa digunakan. Lalu ada Taman Pandawa Lima yang dibuat oleh Komroden Haro, Pelataran Penikmat Seni, Amphitheater, Area Hijau, Gerbang Mural karya lima seniman muda Semarang, dan tak ketinggalan ada Air Mancur Menari. Air Mancur Menari ini dibangun oleh Pemerintah Kota Semarang yang dapat bergerak mengikuti alunan musik klasik dan lagu-lagu perjuangan Indonesia. Air Mancur Menari tersebut dijadwalkan akan menyala setiap hari pada pukul 19.00 - 20.00 dan sampai pukul 21.00 di akhir pekan.",Taman Hiburan,Semarang,https://assets-a1.kompasiana.com/items/album/2019/05/16/20190516-200420-5cdd64cd95760e67a5729182.png|https://pariwisata.semarangkota.go.id/backend/web/upload/wisata/1702999677_taman_indonesia_kaya.jpg|https://dlh.semarangkota.go.id/wp-content/uploads/2021/02/www.galeriwisata.id_-1024x683.jpg
347,Taman Pandanaran,"Dalam sejarah yang tercatat, dulunya tempat ini merupakan kawasan SPBU yang tak begitu laku. Bekas SPBU tersebut dirombak total menjadi sebuah taman. Konon, luas tanah 600 meter persegi tersebut direnovasi menjadi taman dengan dana sekitar Rp1,8 M. Taman Pandanaran ini beralamatkan di Jalan Pandanaran, Mugassari, Semarang Selatan. Tepatnya, berada di pertigaan antara Jalan Pandanaran dan Jalan MH.Thamrin. Sayangnya, untuk mendapatkan parkir di sini cukup susah. Beberapa pengunjung bahkan harus memarkirkan kendaraannya di depan warung makan di sekitaran taman.",Taman Hiburan,Semarang,https://jatengtravelguide.info/images/1666749945.png|https://pemkotsemarang2016.wordpress.com/wp-content/uploads/2016/08/screenshot-at-aug-08-07-17-17.png|https://infomudik.semarangkota.go.id/uploads/data_lokasi/20220428083714-2022-04-28data_lokasi083710.png
348,Pura Giri Natha,"Awal berdirinya Pura Agung Giri Natha tidak terlepas dari hadirnya pemeluk umat Hindu dari berbagai daerah yang mulai berdatangan dan menetap di Semarang. Sebelum menetap, umat Hindu yang ada di Semarang awalnya datang untuk bekerja dan mencari ilmu. Sekitar tahun 1967/1968 para pemeluk agama Hindu yang ada di Semarang mengusulkan kepada pemerintah Semarang, untuk dibangunnya tempat peribadatan. Karena sebelumnya umat Hindu ketika melaksanakan sembahyang lokasinya dari rumah ke rumah. Setuju dengan usulan tersebut, akhirnya pemerintah Semarang memberikan pilihan beragam lokasi yang sekira tepat dan pas untuk dibangun sebuah tempat suci yakni pura.",Budaya,Semarang,https://pariwisata.semarangkota.go.id/backend/web/upload/wisata/1703052253_girinatha.jpg|https://visitjawatengah.jatengprov.go.id/assets/images/2c6f1e91-6899-43de-9f9c-78fa9d21c42f.jpg|https://nagantour.com/wp-content/smush-webp/2025/01/Pura-Agung-Giri-Natha-3.jpg.webp
349,Wisata Mangrove Tapak,"Wisata hutan mangrove Semarang hampir tak pernah sepi dikunjungi wisatawan. Tak jarang pengunjung yang datang ke wisata cantik ini baik berswafoto maupun sekedar jalan-jalan menapaik selasar kayu. Obyek ini pun juga instagramable dan pas dibagikan di sosmed, bahkan banyak diburu oleh mereka yang berkecimpung di bidang fotografi.",Cagar Alam,Semarang,https://ppid-pariwisata.semarangkota.go.id/wp-content/uploads/2024/09/hutan-mangrove-1.jpg|https://pariwisata.semarangkota.go.id/backend/web/upload/berita/1694074187_Screenshot_2023-09-07_at_15.09.40.png|https://assets-a1.kompasiana.com/items/album/2015/09/27/dsc08028-converted-5607653f5a7b619305e4e379.jpg
350,Pantai Cipta,"Pantai Cipta juga dikenal sebagai Pantai Petikemas, karena jarak dan letaknya dekat dengan Pantai Petikemas. Tempat wisata di semarang Pantai Cipta hanya memiliki sedikit hamparan pasir dan didominasi bebatuan. Pantai Cipta menjadi satu destinasi wisata favorit bagi warga Semarang karena mempunyai keunikan dari pemandangan hingga lingkungan sekitarnya. Berfoto selfie menjadi kegiatan utama di pantai tersebut karena banyak spot menarik yang bisa diabadikan. Pada akhir pekan atau hari libur panjang, para wisatawan sering memenuhi Pantai Cipta untuk sekedar melihat pemandangan pantai. Namun pantai Cipta ini memiliki ombak yang tenang, sehingga aman digunakan untuk berenang. Dipantai Cipta sendiri terdapat banyak ilalang yang menambah indah pemandangan dan menjadi surga para pemburu selfie. Keberadaan ilalang inilah yang menjadi daya tarik para pengunjung untuk datang ke pantai Cipta hanya sekedar untuk berselfie.",Bahari,Semarang,https://www.garispantai.com/wp-content/uploads/2020/11/pantai-cipta.jpg|https://ik.imagekit.io/tvlk/blog/2022/05/Destinasi-Wisata-Pantai-Semarang-Pantai-Cipta.jpg|https://asset-2.tstatic.net/tribunnewswiki/foto/bank/images/Pantai-Cipta.jpg
351,Old City 3D Trick Art Museum,"Destinasi wisata kekinian satu ini memang tengah naik daun di banyak kota termasuk Semarang. Salah satunya Old City 3D Trick Art Museum, museum dengan tema Seni 3 Dimensi yang menyuguhkan sensasi berbeda dari museum biasa. Karena di dalamnya dipamerkan aneka karya seni 3 dimensi yang atraktif untuk berfoto. Destinasi wisata ini masih terus ramai kunjungan lantaran terus berinovasi. Setiap 3 bulan sekali, pihak pengelola akan mengganti tema atau instalasi karya seninya sehingga pengunjung bisa datang berkali-kali tanpa bosan.",Budaya,Semarang,https://atourin.obs.ap-southeast-3.myhuaweicloud.com/images/destination/semarang/old-city-3d-trick-art-museum-semarang-profile1640608461.png|https://nagantour.com/wp-content/uploads/2023/12/Old-City-3D-Trick-Art-Museum.webp
